energy,events
11220.18454301963,0.013978036759120564
12589.254117941662,0.035042404006152376
14125.375446227554,0.10091155968804201
15848.93192461114,0.29050542314165156
17782.794100389227,0.809288602220322
19952.62314968879,1.9142192221939474
22387.21138568338,3.651179811243637
25118.864315095823,6.0278009967843715
28183.82931264455,9.657443110058884
31622.776601683792,12.129584534769748
35481.33892335753,11.189586789298751
39810.71705534969,10.601802826234703
44668.359215096345,9.839172183972366
50118.72336272725,9.242760885660175
56234.13251903491,9.617852985884198
63095.7344480193,10.324335135458938
70794.57843841374,10.978301709970538
79432.82347242821,11.435090314496108
89125.0938133746,11.450011241768053
100000.0,9.299151234470287
