LLH,norm,alpha,beta
77.39448115740929,1.5,2.2,0.0
70.4935925520346,1.5,2.2,0.05263157894736842
67.28024670638038,1.5,2.2,0.10526315789473684
66.46735213137647,1.5,2.2,0.15789473684210525
67.11536027848881,1.5,2.2,0.21052631578947367
68.76498531370684,1.5,2.2,0.2631578947368421
71.12228669169819,1.5,2.2,0.3157894736842105
73.99153130038154,1.5,2.2,0.3684210526315789
77.27163123933508,1.5,2.2,0.42105263157894735
80.87219477918532,1.5,2.2,0.47368421052631576
84.71436184343796,1.5,2.2,0.5263157894736842
88.73941108507447,1.5,2.2,0.5789473684210527
92.90297542336475,1.5,2.2,0.631578947368421
97.1710799925866,1.5,2.2,0.6842105263157894
101.51738695433151,1.5,2.2,0.7368421052631579
105.9212518938815,1.5,2.2,0.7894736842105263
110.36633366193234,1.5,2.2,0.8421052631578947
114.8395866054457,1.5,2.2,0.894736842105263
119.3305203475667,1.5,2.2,0.9473684210526315
123.83064908299954,1.5,2.2,1.0
66.687831342213,1.5,2.2526315789473688,0.0
61.94606457981776,1.5,2.2526315789473688,0.05263157894736842
60.35685321550688,1.5,2.2526315789473688,0.10526315789473684
60.682930195024966,1.5,2.2526315789473688,0.15789473684210525
62.22330767230258,1.5,2.2526315789473688,0.21052631578947367
64.5992727326255,1.5,2.2526315789473688,0.2631578947368421
67.56586801060665,1.5,2.2526315789473688,0.3157894736842105
70.99611571347414,1.5,2.2526315789473688,0.3684210526315789
74.7738352385802,1.5,2.2526315789473688,0.42105263157894735
78.80767278652672,1.5,2.2526315789473688,0.47368421052631576
83.03083360919605,1.5,2.2526315789473688,0.5263157894736842
87.39371184343716,1.5,2.2526315789473688,0.5789473684210527
91.85894342422087,1.5,2.2526315789473688,0.631578947368421
96.39802437038372,1.5,2.2526315789473688,0.6842105263157894
100.98896084302062,1.5,2.2526315789473688,0.7368421052631579
105.61461120212736,1.5,2.2526315789473688,0.7894736842105263
110.26149942250595,1.5,2.2526315789473688,0.8421052631578947
114.91895416635104,1.5,2.2526315789473688,0.894736842105263
119.57847586745123,1.5,2.2526315789473688,0.9473684210526315
124.23326551264188,1.5,2.2526315789473688,1.0
57.83941850018401,1.5,2.305263157894737,0.0
54.6762524902254,1.5,2.305263157894737,0.05263157894736842
54.278749787274045,1.5,2.305263157894737,0.10526315789473684
55.49642421647683,1.5,2.305263157894737,0.15789473684210525
57.77230474670806,1.5,2.305263157894737,0.21052631578947367
60.77293379600589,1.5,2.305263157894737,0.2631578947368421
64.31955209874319,1.5,2.305263157894737,0.3157894736842105
68.25984919115866,1.5,2.305263157894737,0.3684210526315789
72.48267683410589,1.5,2.305263157894737,0.42105263157894735
76.90872201946001,1.5,2.305263157894737,0.47368421052631576
81.48034748131109,1.5,2.305263157894737,0.5263157894736842
86.15500081493755,1.5,2.305263157894737,0.5789473684210527
90.90083092075986,1.5,2.305263157894737,0.631578947368421
95.69370955360715,1.5,2.305263157894737,0.6842105263157894
100.51516942140948,1.5,2.305263157894737,0.7368421052631579
105.35095274542905,1.5,2.305263157894737,0.7894736842105263
110.18997383761054,1.5,2.305263157894737,0.8421052631578947
115.02356701287955,1.5,2.305263157894737,0.894736842105263
119.84493404707978,1.5,2.305263157894737,0.9473684210526315
124.64873309757922,1.5,2.305263157894737,1.0
50.78415989851669,1.5,2.3578947368421055,0.0
48.60641540355462,1.5,2.3578947368421055,0.05263157894736842
48.97557340009496,1.5,2.3578947368421055,0.10526315789473684
50.86264250350405,1.5,2.3578947368421055,0.15789473684210525
53.73685764263492,1.5,2.3578947368421055,0.21052631578947367
57.30815676229742,1.5,2.3578947368421055,0.2631578947368421
61.36053031777537,1.5,2.3578947368421055,0.3157894736842105
65.74671863354068,1.5,2.3578947368421055,0.3684210526315789
70.36547520025047,1.5,2.3578947368421055,0.42105263157894735
75.14546746298672,1.5,2.3578947368421055,0.47368421052631576
80.03542013260169,1.5,2.3578947368421055,0.5263157894736842
84.99786109149343,1.5,2.3578947368421055,0.5789473684210527
90.00502953722078,1.5,2.3578947368421055,0.631578947368421
95.03612811052609,1.5,2.3578947368421055,0.6842105263157894
100.07543612080363,1.5,2.3578947368421055,0.7368421052631579
105.11098893694317,1.5,2.3578947368421055,0.7894736842105263
110.13363792740026,1.5,2.3578947368421055,0.8421052631578947
115.13637109678032,1.5,2.3578947368421055,0.894736842105263
120.11381532196583,1.5,2.3578947368421055,0.9473684210526315
125.06186700143829,1.5,2.3578947368421055,1.0
45.58294881929988,1.5,2.4105263157894736,0.0
43.69867442823877,1.5,2.4105263157894736,0.05263157894736842
44.451734161108085,1.5,2.4105263157894736,0.10526315789473684
46.79352411117867,1.5,2.4105263157894736,0.15789473684210525
50.15916588352214,1.5,2.4105263157894736,0.21052631578947367
54.19089814145632,1.5,2.4105263157894736,0.2631578947368421
58.66389039472266,1.5,2.4105263157894736,0.3157894736842105
63.43249060466054,1.5,2.4105263157894736,0.3684210526315789
68.39891587050033,1.5,2.4105263157894736,0.42105263157894735
73.49559500931541,1.5,2.4105263157894736,0.47368421052631576
78.67475011860775,1.5,2.4105263157894736,0.5263157894736842
83.90198597628702,1.5,2.4105263157894736,0.5789473684210527
89.15219601220463,1.5,2.4105263157894736,0.631578947368421
